"value","type_id","model_name","target_end_date","scenario_id","horizon","location","age_group"
125.5616357852,0.95,7,2023-11-18,1,1,"06","5-64"
136.9936372132,0.975,7,2023-11-18,1,1,"06","5-64"
141.1688651861,0.99,7,2023-11-18,1,1,"06","5-64"
8.8678099442,0.01,7,2023-11-18,1,1,"06","65-130"
13.0598008434,0.025,7,2023-11-18,1,1,"06","65-130"
17.6192630024,0.05,7,2023-11-18,1,1,"06","65-130"
20.8545581721,0.1,7,2023-11-18,1,1,"06","65-130"
30.0021193347,0.25,7,2023-11-18,1,1,"06","65-130"
60.1014228906,0.5,7,2023-11-18,1,1,"06","65-130"
85.2432790172,0.75,7,2023-11-18,1,1,"06","65-130"
125.8980802056,0.9,7,2023-11-18,1,1,"06","65-130"
135.872953271,0.95,7,2023-11-18,1,1,"06","65-130"
142.0115179491,0.975,7,2023-11-18,1,1,"06","65-130"
145.7672775941,0.99,7,2023-11-18,1,1,"06","65-130"
23.631894968,0.01,1,2023-11-18,2,1,"06","0-0.99"
26.7321800929,0.025,1,2023-11-18,2,1,"06","0-0.99"
34.1902264831,0.05,1,2023-11-18,2,1,"06","0-0.99"
46.0013264795,0.1,1,2023-11-18,2,1,"06","0-0.99"
92.9674146137,0.25,1,2023-11-18,2,1,"06","0-0.99"
202.0080192902,0.5,1,2023-11-18,2,1,"06","0-0.99"
346.9903114678,0.75,1,2023-11-18,2,1,"06","0-0.99"
455.8291512086,0.9,1,2023-11-18,2,1,"06","0-0.99"
467.5809167526,0.95,1,2023-11-18,2,1,"06","0-0.99"
477.1963052924,0.975,1,2023-11-18,2,1,"06","0-0.99"
484.2082786065,0.99,1,2023-11-18,2,1,"06","0-0.99"
70.4375823436,0.01,1,2023-11-18,2,1,"06","0-130"
76.8719051692,0.025,1,2023-11-18,2,1,"06","0-130"
100.8668136363,0.05,1,2023-11-18,2,1,"06","0-130"
136.1151083052,0.1,1,2023-11-18,2,1,"06","0-130"
256.7149933001,0.25,1,2023-11-18,2,1,"06","0-130"
472.2722141094,0.5,1,2023-11-18,2,1,"06","0-130"
851.6226423753,0.75,1,2023-11-18,2,1,"06","0-130"
1090.7867345002,0.9,1,2023-11-18,2,1,"06","0-130"
1129.7096126772,0.95,1,2023-11-18,2,1,"06","0-130"
1146.0552164695,0.975,1,2023-11-18,2,1,"06","0-130"
1172.0130029737,0.99,1,2023-11-18,2,1,"06","0-130"
19.5248711127,0.01,1,2023-11-18,2,1,"06","1-4"
21.7772226549,0.025,1,2023-11-18,2,1,"06","1-4"
24.6767060225,0.05,1,2023-11-18,2,1,"06","1-4"
30.7712927883,0.1,1,2023-11-18,2,1,"06","1-4"
53.6190735817,0.25,1,2023-11-18,2,1,"06","1-4"
126.0576244586,0.5,1,2023-11-18,2,1,"06","1-4"
219.8732544312,0.75,1,2023-11-18,2,1,"06","1-4"
275.3961013964,0.9,1,2023-11-18,2,1,"06","1-4"
284.7533089783,0.95,1,2023-11-18,2,1,"06","1-4"
289.9151003165,0.975,1,2023-11-18,2,1,"06","1-4"
299.5066590246,0.99,1,2023-11-18,2,1,"06","1-4"
15.0691430612,0.01,1,2023-11-18,2,1,"06","5-64"
17.2595178842,0.025,1,2023-11-18,2,1,"06","5-64"
21.0322427478,0.05,1,2023-11-18,2,1,"06","5-64"
27.2383042143,0.1,1,2023-11-18,2,1,"06","5-64"
47.6061967983,0.25,1,2023-11-18,2,1,"06","5-64"
78.782688706,0.5,1,2023-11-18,2,1,"06","5-64"
140.9531431212,0.75,1,2023-11-18,2,1,"06","5-64"
181.5286436959,0.9,1,2023-11-18,2,1,"06","5-64"
